year,name,yob,district,list_state,list_position,occupation,birthplace,party_wiki_id,party_name_short,party_name_full
2017,"Salomon, Lena Barbara",1979,NA,HB,1,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2017,"Salveter, Niels Peter",1967,49,NA,NA,NA,NA,NA,NA,NA
2017,"Salzberger, Franz",1952,NA,BY,1,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2017,"Salzbrunn, Anton",1953,242,BY,14,NA,NA,Q49764,Die Linke.,Die Linke.
2017,"Sämann, Thorben",1993,172,NA,NA,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2017,"Sander, Hans-Jürgen",1945,NA,BW,13,NA,NA,Q31841142,DiB,DEMOKRATIE IN BEWEGUNG
2017,"Sander, Bernhard",1955,102,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2017,"Sanders, Claudia",1966,NA,RP,22,NA,NA,Q13124,FDP,Freie Demokratische Partei
2017,"Sandner, Bernd",1972,216,BY,23,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2017,"Sarikaya, Serpil",1968,NA,HE,22,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Sarrazin, Manuel Ferdinand Theodor",1982,23,HH,2,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2017,"Sartorius, Moritz Emanuel Ernst",1991,NA,HB,9,NA,NA,Q13124,FDP,Freie Demokratische Partei
2017,"Saß, Helmut",1958,22,HH,2,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2017,"Sasse, Jana",1994,134,NW,34,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2017,"Saße, Manfred",1956,NA,HH,2,NA,NA,Q148861,DKP,Deutsche Kommunistische Partei
2017,"Saßen, Christoph",1978,111,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2017,"Sattel, Ulrike",1959,NA,RP,13,NA,NA,Q327389,FWD,FREIE WÄHLER
2017,"Sattelberger, Thomas",1949,219,BY,5,NA,NA,Q13124,FDP,Freie Demokratische Partei
2017,"Sattler, Georg",1964,285,BW,36,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Sattler, Hans Udo",1959,172,NA,NA,NA,NA,NA,NA,NA
2017,"Sauer, Stefan",1966,184,HE,19,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2017,"Sauer, Michael",1964,NA,BY,55,NA,NA,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2017,"Saul, Nadine",1976,NA,BE,2,NA,NA,Q26271103,Gesundheitsforschung,Partei für Gesundheitsforschung
2017,"Sauter, Christian",1980,135,NW,15,NA,NA,Q13124,FDP,Freie Demokratische Partei
2017,"Sauter, Matthias",1958,95,NA,NA,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2017,"Sawade, Annette",1953,268,BW,19,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Schaake, Andreas",1981,NA,HE,47,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Schaarschmidt, Enrico",1979,NA,TH,14,NA,NA,Q13124,FDP,Freie Demokratische Partei
2017,"Dr. Schabedoth, Hans Joachim",1952,176,HE,17,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Schabl, Rudolf",1959,218,BY,16,NA,NA,Q327389,FWD,FREIE WÄHLER
2017,"Schabl, Michael",1982,219,NA,NA,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2017,"Schäck, Thore",1985,NA,HB,5,NA,NA,Q13124,FDP,Freie Demokratische Partei
2017,"Schad, Sabine",1985,NA,BE,5,NA,NA,Q31839237,V-Partei³,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer"
2017,"Schad, Max",1983,NA,HE,38,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2017,"Schade, Ursula",1947,NA,BE,7,NA,NA,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2017,"Schädel, Peter Viktor",1950,NA,MV,1,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2017,"Schädel, Marc-Oliver",1984,NA,NI,11,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2017,"Schaefer, Harry Herwig",1945,NA,HB,3,NA,NA,Q31837192,BGE,Bündnis Grundeinkommen
2017,"Schaefer, Hans-Martin",1965,147,NA,NA,NA,NA,Q6721203,AfD,Alternative für Deutschland
2017,"Schäfer, Ingo",1965,103,NW,43,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Schäfer, Sebastian",1986,210,RP,15,NA,NA,Q13124,FDP,Freie Demokratische Partei
2017,"Schäfer, Axel",1952,140,NW,59,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Schäfer, Anita",1951,210,RP,3,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2017,"Schäfer, Manuel",1979,NA,NI,1,NA,NA,Q492561,Tierschutz,Tierschutzpartei
2017,"Schäfer, Marcel",1987,NA,RP,39,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2017,"Schäfer, Karin",1956,117,NA,NA,NA,NA,Q1217286,Violetten,Die Violetten
2017,"Schäfer, Simon",1992,277,NA,NA,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2017,"Schäfer-Gehring, Heike",1970,NA,BW,49,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2017,"Schaffer, Christian",1979,NA,SN-Anhalt,5,NA,NA,Q31837192,BGE,Bündnis Grundeinkommen
2017,"Schäffler, Frank",1968,134,NW,9,NA,NA,Q13124,FDP,Freie Demokratische Partei
2017,"Schagalkowitsch, Andrea Katharina",1988,NA,BY,17,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2017,"Schaller, Arne",1993,NA,BW,5,NA,NA,Q23951319,Tierschutzallianz,"Allianz für Menschenrechte, Tier- und Naturschutz"
2017,"Schallowetz, Thomas",1964,NA,NW,12,NA,NA,Q304015,Volksabstimmung,Ab jetzt...Demokratie durch Volksabstimmung
2017,"Dr. Schammert, Marianne",1955,278,BW,9,NA,NA,Q327389,FWD,FREIE WÄHLER
2017,"Schammert, Heinz",1951,272,BW,13,NA,NA,Q327389,FWD,FREIE WÄHLER
2017,"Schanne-Raab, Getrud",1945,NA,RP,10,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2017,"Schär, André",1981,NA,BB,7,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2017,"Scharfenberg, Stephanie",1974,NA,NI,13,NA,NA,Q6721203,AfD,Alternative für Deutschland
2017,"Scharl, Hans Peter",1942,NA,BY,7,NA,NA,Q31837192,BGE,Bündnis Grundeinkommen
2017,"Scharnagl, Claudia Sofia",1960,NA,HE,1,NA,NA,Q492561,Tierschutz,Tierschutzpartei
2017,"Scharnweber, Hans-Uwe",1941,23,NA,NA,NA,NA,NA,NA,NA
2017,"Schätz, Reinhard",1959,278,BW,3,NA,NA,Q3027329,DIE RECHTE,"DIE RECHTE – Partei für Volksabstimmung, Souveränität und Heimatschutz"
2017,"Schaub, Philipp Immanuel",1987,NA,NW,1,NA,NA,Q39528463,Die Humanisten,Partei der Humanisten
2017,"Schäuble, Jakob",1983,216,BY,47,NA,NA,Q13124,FDP,Freie Demokratische Partei
2017,"Dr. Schäuble, Wolfgang",1942,284,BW,1,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2017,"Schauer, Neele Franziska",1999,NA,HE,33,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2017,"Schauerte, Martin",1962,NA,NW,5,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2017,"Schaufel, Frank",1957,NA,SN,16,NA,NA,Q6721203,AfD,Alternative für Deutschland
2017,"Schaumann, Heike",1975,144,NW,32,NA,NA,Q13124,FDP,Freie Demokratische Partei
2017,"Schauws, Ursula (Ulle)",1966,114,NW,11,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2017,"Scheeff, Christian Peter",1975,NA,HE,2,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2017,"Dr. Scheer, Nina",1971,10,SH,3,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Scheer, Stefan",1972,199,NA,NA,NA,NA,Q327389,FWD,FREIE WÄHLER
2017,"Scheffels, Adrian",1993,103,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2017,"Scheffer, Barbara",1950,NA,BE,15,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Scheffler, Julia",1984,NA,SN-Anhalt,11,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2017,"Scheffler, Marco",1967,20,NA,NA,NA,NA,NA,NA,NA
2017,"Scheffler, Marc",1996,118,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2017,"Scheib, Heiko",1966,NA,RP,19,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Scheidemann, Uwe Peter",1959,74,NA,NA,NA,NA,Q6721203,AfD,Alternative für Deutschland
2017,"Dr. Scheil, Stefan",1963,209,RP,5,NA,NA,Q6721203,AfD,Alternative für Deutschland
2017,"Scheimann, Marcus",1982,NA,NW,13,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2017,"Dr. Scheingraber, Stefan",1968,234,NA,NA,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2017,"Scheit, Karl-Peter",1964,298,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2017,"Scheithe, Marc Oliver",1967,NA,NI,7,NA,NA,Q31837192,BGE,Bündnis Grundeinkommen
2017,"Dr. Schell, Thomas",1964,207,RP,9,NA,NA,Q13124,FDP,Freie Demokratische Partei
2017,"Schelle, Michael",1990,NA,SN-Anhalt,7,NA,NA,Q23951319,Tierschutzallianz,"Allianz für Menschenrechte, Tier- und Naturschutz"
2017,"Scheller, Julia",1982,NA,BW,2,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2017,"Dr. Schenderlein, Christiane",1981,NA,SN,12,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2017,"Dr. Schenk, Peter",1954,NA,RP,22,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2017,"Schenk, Britta",1964,NA,HE,20,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Scherer, Kristina",1982,NA,TH,6,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2017,"Scherf-Michel, Sandra",1976,NA,TH,9,NA,NA,Q13124,FDP,Freie Demokratische Partei
2017,"Schestag, Alexander",1972,274,NA,NA,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2017,"Scheuch-Paschkewitz, Heidemarie",1959,170,HE,5,NA,NA,Q49764,Die Linke.,Die Linke.
2017,"Scheuer, Andreas Franz",1974,229,BY,4,NA,NA,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2017,"Scheunemann, Günter Werner",1954,35,NI,6,NA,NA,Q327389,FWD,FREIE WÄHLER
2017,"Dr. Scheurle, Hans Jürgen",1947,NA,BW,11,NA,NA,Q32860410,DM,Deutsche Mitte
2017,"van Schewick, Maria-Theresia",1948,NA,NW,81,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2017,"Dr. Schick, Gerhard",1972,275,BW,4,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2017,"Schieder, Marianne",1962,234,BY,6,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Schiefer, Renate",1959,215,BY,9,NA,NA,Q49764,Die Linke.,Die Linke.
2017,"Schiefner, Udo",1959,111,NW,11,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Schielke-Ziesing, Ulrike",1969,17,MV,3,NA,NA,Q6721203,AfD,Alternative für Deutschland
2017,"Schiel-Zollner, Birgit Gerda",1952,NA,BY,9,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2017,"Schiering, Thomas",1972,NA,BY,2,NA,NA,Q32860410,DM,Deutsche Mitte
2017,"Schieritz, Laura",1998,57,BB,5,NA,NA,Q13124,FDP,Freie Demokratische Partei
2017,"Schiese, Roland",1963,NA,BB,10,NA,NA,Q32860410,DM,Deutsche Mitte
2017,"Schiffer, Patrick Marie Roger",1973,NA,NW,1,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2017,"Schiffers, Jan",1977,236,NA,NA,NA,NA,Q6721203,AfD,Alternative für Deutschland
2017,"Schikore-Pätz, Maximilian Andreas",1989,155,SN,7,NA,NA,Q13124,FDP,Freie Demokratische Partei
2017,"Schikowski, Petra Gabriele",1944,NA,HH,8,NA,NA,Q31837192,BGE,Bündnis Grundeinkommen
2017,"Schild, Wilhelm",1960,205,RP,3,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2017,"Schilke, Barbara Maria",1953,17,MV,3,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2017,"Schilke, Michael",1965,2,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2017,"Schiller, Martin",1967,129,NW,16,NA,NA,Q6721203,AfD,Alternative für Deutschland
2017,"Schilling, Laurin Elias",1998,NA,HE,22,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2017,"Schillinger, Pia",1996,NA,SN-Anhalt,8,NA,NA,Q49764,Die Linke.,Die Linke.
2017,"Schimka, Kevin",1978,NA,SN-Anhalt,11,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2017,"Schimke, Peter",1954,265,BW,14,NA,NA,Q49764,Die Linke.,Die Linke.
2017,"Schimke, Jana",1979,62,BB,4,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2017,"Schimmel, Wolfgang",1962,NA,SH,5,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2017,"Schimmer, Arne Wolfgang",1973,NA,SN,2,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2017,"Schimmer, Stefanie",1977,NA,BW,10,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2017,"Schimmer-Göresz, Gabriela Johanna",1952,255,BY,1,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2017,"Schindlbeck, Manuel Georg",1986,231,NA,NA,NA,NA,Q255857,BP,Bayernpartei
2017,"Schindler, Jörg",1972,70,SN-Anhalt,6,NA,NA,Q49764,Die Linke.,Die Linke.
2017,"Schinnenburg, Wieland Albert Wilhelm",1958,22,HH,2,NA,NA,Q13124,FDP,Freie Demokratische Partei
2017,"Schinner, Frank-Victor",1969,NA,BY,12,NA,NA,Q32860410,DM,Deutsche Mitte
2017,"Schipanski, Tankred",1976,192,TH,5,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2017,"Schirm, Thomas",1962,76,NA,NA,NA,NA,NA,NA,NA
2017,"Schirmer, Max",1993,67,SN-Anhalt,6,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2017,"Schirmer, Heinrich",1953,NA,NI,12,NA,NA,Q31837192,BGE,Bündnis Grundeinkommen
2017,"Schirra, Lars Oliver",1969,NA,SL,4,NA,NA,Q31837192,BGE,Bündnis Grundeinkommen
2017,"Schirrmacher, Fred",1962,NA,BE,4,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2017,"Schitthelm, Oliver",1983,NA,BY,6,NA,NA,Q31841142,DiB,DEMOKRATIE IN BEWEGUNG
2017,"Schiwig, Deborah",1990,292,NA,NA,NA,NA,Q327389,FWD,FREIE WÄHLER
2017,"Schlacht, Peter Helmut Richard Theodor",1987,NA,BB,5,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2017,"Schlachter, Bernd",1955,NA,SL,6,NA,NA,Q327389,FWD,FREIE WÄHLER
2017,"Schlack, Wolfgang Eduard",1955,NA,HE,10,NA,NA,Q31837192,BGE,Bündnis Grundeinkommen
2017,"Schlagehan, Christine",1975,157,SN,5,NA,NA,Q13124,FDP,Freie Demokratische Partei
2017,"Schlagheck, Paul",1964,NA,BB,2,NA,NA,Q32860410,DM,Deutsche Mitte
2017,"Schlecht, Johannes Thomas",1965,NA,BY,26,NA,NA,Q31839237,V-Partei³,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer"
2017,"Schleenbecker, Katrin",1977,NA,HE,15,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2017,"Schlegel, Matthias",1965,192,TH,8,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2017,"Dr. Schlegel, Dorothee",1959,276,BW,21,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Schleicher, Sabrina Olivia Sophie Oxana Linda Thalia Solveig",1996,NA,HE,14,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2017,"Schleicher-Frank, Marion",1964,208,RP,2,NA,NA,Q327389,FWD,FREIE WÄHLER
2017,"Schlembach, Michael Albert",1955,NA,NW,20,NA,NA,Q6721203,AfD,Alternative für Deutschland
2017,"Schlensog, Sandra",1978,NA,BW,10,NA,NA,Q31841142,DiB,DEMOKRATIE IN BEWEGUNG
2017,"Schlick, Thomas",1975,51,NA,NA,NA,NA,Q6721203,AfD,Alternative für Deutschland
2017,"Schlinkmann, Bernd",1955,NA,NI,10,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2017,"Schlösser, Olaf",1971,NA,NW,4,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2017,"Schloßstein, Dominik",1991,NA,BW,60,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2017,"Schlottmann, Klaus-Dieter",1949,45,NA,NA,NA,NA,Q19836118,Bündnis C,Bündnis C - Christen für Deutschland
2017,"Schluer, Jan Philip",1979,NA,HE,24,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2017,"Dr. Schlund, Robby",1967,194,TH,4,NA,NA,Q6721203,AfD,Alternative für Deutschland
2017,"Schlüter, Andrew",1967,82,BE,1,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2017,"Schlüter, Sanja",1977,NA,BE,7,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2017,"Schlüter, Andreas",1985,NA,BB,28,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Schmachtenberg, Max",1987,NA,SH,12,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2017,"Schmager, Ronja Maria Magdalena",1989,NA,HH,5,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Schmalcz, Andreas",1965,NA,BY,73,NA,NA,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2017,"Schmeding, Martin",1971,287,BW,34,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2017,"Schmeing-Purschke, Ulrike",1959,NA,NI,49,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2017,"Schmelz, Dirk Horst Wilhelm Bernhard",1970,NA,HE,7,NA,NA,Q31837192,BGE,Bündnis Grundeinkommen
2017,"Schmelz, Klaus-Joachim",1952,33,NA,NA,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2017,"Schmid, Christoph Florian",1976,254,BY,34,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Dr. Schmid, Nils",1973,262,BW,6,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Schmid, Sarah",1989,NA,BW,28,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2017,"Schmid, Kathrin Eva",1982,NA,BY,13,NA,NA,Q31839237,V-Partei³,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer"
2017,"Schmid, Ulrich",1962,NA,NW,16,NA,NA,Q31837192,BGE,Bündnis Grundeinkommen
2017,"Schmid, Richard Josef",1953,NA,SN-Anhalt,1,NA,NA,Q31837192,BGE,Bündnis Grundeinkommen
2017,"Schmid, Andreas",1975,NA,NW,15,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2017,"Schmid, Lukas",1997,213,NA,NA,NA,NA,Q49764,Die Linke.,Die Linke.
2017,"Dr. Schmid, Karl",1938,235,NA,NA,NA,NA,NA,NA,NA
2017,"Schmidhuber, Anna",1988,NA,BY,15,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2017,"Schmidt, Hans-Jürgen",1950,73,SN-Anhalt,8,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Schmidt, Uwe",1966,55,HB,2,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Schmidt, Stephan",1984,14,MV,5,NA,NA,Q6721203,AfD,Alternative für Deutschland
2017,"Schmidt, Felix",1990,210,RP,6,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2017,"Schmidt, Stefan",1981,233,BY,10,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2017,"Schmidt, Julian",1989,171,HE,9,NA,NA,Q6721203,AfD,Alternative für Deutschland
2017,"Schmidt, Carina",1986,276,BW,19,NA,NA,Q13124,FDP,Freie Demokratische Partei
2017,"Schmidt, Christian",1957,243,BY,6,NA,NA,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2017,"Dr. Schmidt, Frithjof",1953,140,NW,6,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2017,"Schmidt, Matthias",1963,84,BE,10,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Schmidt, Ursula (Ulla)",1949,87,NW,10,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Schmidt, Dagmar",1973,172,HE,4,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Dr. Schmidt, Stephan Josef",1960,NA,SL,7,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Schmidt, Silke",1991,NA,BW,54,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2017,"Schmidt, Thomas",1963,NA,SN-Anhalt,3,NA,NA,Q31841142,DiB,DEMOKRATIE IN BEWEGUNG
2017,"Schmidt, Andre",1987,NA,HH,9,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2017,"Schmidt, Björn",1983,NA,NI,3,NA,NA,Q148861,DKP,Deutsche Kommunistische Partei
2017,"Schmidt, Robin",1992,NA,HE,8,NA,NA,Q148861,DKP,Deutsche Kommunistische Partei
2017,"Schmidt, Rosita",1966,NA,NW,20,NA,NA,Q31837192,BGE,Bündnis Grundeinkommen
2017,"Schmidt, Christoph",1984,NA,HE,6,NA,NA,Q32860410,DM,Deutsche Mitte
2017,"Schmidt, Edda",1948,NA,BW,4,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2017,"Schmidt, Eugen",1975,NA,NW,17,NA,NA,Q6721203,AfD,Alternative für Deutschland
2017,"Schmidt, Lutz",1965,NA,HH,8,NA,NA,Q13124,FDP,Freie Demokratische Partei
2017,"Schmidt, Volker Heinz Otto",1962,NA,NI,8,NA,NA,Q327389,FWD,FREIE WÄHLER
2017,"Schmidt, Oliver",1969,NA,BW,20,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2017,"Schmidt, Norbert (Gildo, Eggs)",1969,NA,TH,1,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2017,"Schmidt, Joachim",1960,NA,NW,72,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Dr. Schmidt, Paul",1966,NA,BW,23,NA,NA,Q6721203,AfD,Alternative für Deutschland
2017,"Schmidt, Marion",1954,219,NA,NA,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2017,"Schmidt, Robert",1974,275,NA,NA,NA,NA,Q6721203,AfD,Alternative für Deutschland
2017,"Schmidt, Gisela",1953,66,NA,NA,NA,NA,NA,NA,NA
2017,"Schmidt, Aaron Bastian",1974,210,NA,NA,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2017,"Schmidt, Christian",1972,58,NA,NA,NA,NA,Q6721203,AfD,Alternative für Deutschland
2017,"Schmidt, Renate",1959,295,NA,NA,NA,NA,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2017,"Schmidt, Sibylle",1961,83,NA,NA,NA,NA,Q6721203,AfD,Alternative für Deutschland
2017,"Schmidt-Berg, Lars",1978,NA,NI,51,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2017,"Isaak de Schmidt-Bohländer, Esther",1964,22,HH,18,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2017,"Dr. Schmidt-Jortzig, Edzard Aurelius",1969,37,NI,9,NA,NA,Q13124,FDP,Freie Demokratische Partei
2017,"Prof. Dr. Schmidtke, Claudia",1966,11,SH,9,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2017,"Schmidtke, Richard",1986,171,NA,NA,NA,NA,NA,NA,NA
2017,"Schmidtmann, Vanja",1971,NA,NI,2,NA,NA,Q492561,Tierschutz,Tierschutzpartei
2017,"Schmiech, Sebastian",1989,NA,BW,17,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
2017,"Schmiedgen, Stephanie",1985,NA,SN,5,NA,NA,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2017,"Schmitt, Arno Bernhard",1966,247,BY,9,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2017,"Schmitt, Martin",1964,198,RP,14,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2017,"Schmitt, Wolfgang",1959,176,HE,12,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2017,"Schmitt, Thomas Günter",1960,NA,HE,36,NA,NA,Q327389,FWD,FREIE WÄHLER
2017,"Schmitt, Michael Fred",1964,NA,SL,4,NA,NA,Q32860410,DM,Deutsche Mitte
2017,"Schmitt, Günter",1950,NA,HE,48,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2017,"Schmitt, Roman",1984,NA,RP,3,NA,NA,Q13129,PIRATEN,Piratenpartei Deutschland
